sample_score	sample_rank	glyco_score	glyco_rank	sample	w_glyco	sample_diseases	glyco_diseases
68	1	67	2	HP:0005595|HP:0002808|HP:0010864|HP:0000821|HP:0011276|HP:0000975|HP:0008430|HP:0100578|HP:0011220|HP:0002240	HP:0000975|HP:0011276|HP:0002240|HP:0100578|HP:0000821|HP:0002808|HP:0010864|HP:0008430|HP:0010471|HP:0003541	MONDO:0010073	MONDO:0010074|MONDO:0010073|MONDO:0009262
71	1	68	1	HP:0005595|HP:0010864|HP:0000943|HP:0000821|HP:0000975|HP:0001508|HP:0008430|HP:0100578|HP:0000248|HP:0000280	HP:0000821|HP:0100578|HP:0000943|HP:0010864|HP:0005595|HP:0008430|HP:0001508|HP:0000975|HP:0010471|HP:0003541	MONDO:0009914	
69	1	68	1	HP:0010864|HP:0000943|HP:0001263|HP:0000821|HP:0000975|HP:0001508|HP:0100578|HP:0000248|HP:0011220|HP:0000280	HP:0000280|HP:0001508|HP:0010864|HP:0000943|HP:0100578|HP:0000975|HP:0001263|HP:0011220|HP:0010471|HP:0003541	MONDO:0010028	
70	2	69	1	HP:0005595|HP:0011220|HP:0002808|HP:0001263|HP:0000943|HP:0000975|HP:0008430|HP:0000365|HP:0000248|HP:0000280	HP:0000943|HP:0000280|HP:0011220|HP:0000248|HP:0000975|HP:0008430|HP:0002808|HP:0000365|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	
71	1	70	1	HP:0005595|HP:0000280|HP:0001263|HP:0000943|HP:0000821|HP:0000975|HP:0008430|HP:0000365|HP:0000248|HP:0002240	HP:0000248|HP:0008430|HP:0000280|HP:0000943|HP:0000975|HP:0005595|HP:0000365|HP:0002240|HP:0010471|HP:0003541	MONDO:0009914	
70	1	69	1	HP:0005595|HP:0002808|HP:0010864|HP:0000280|HP:0000821|HP:0000975|HP:0008430|HP:0000365|HP:0011220|HP:0002240	HP:0000280|HP:0008430|HP:0005595|HP:0002808|HP:0000975|HP:0002240|HP:0000821|HP:0011220|HP:0010471|HP:0003541	MONDO:0010073	
71	3	71	1	HP:0002808|HP:0000280|HP:0001263|HP:0000943|HP:0000821|HP:0010864|HP:0000975|HP:0001508|HP:0011220|HP:0002240	HP:0001508|HP:0001263|HP:0000280|HP:0002808|HP:0000975|HP:0002240|HP:0010864|HP:0000943|HP:0010471|HP:0003541	MONDO:0010028|MONDO:0009737|MONDO:0009658|MONDO:0011759	MONDO:0010074
69	7	67	2	HP:0005595|HP:0010864|HP:0001263|HP:0000943|HP:0000280|HP:0011276|HP:0000975|HP:0000365|HP:0000248|HP:0002240	HP:0010864|HP:0011276|HP:0000248|HP:0002240|HP:0000975|HP:0000943|HP:0001263|HP:0005595|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0018853|MONDO:0007239|MONDO:0018781|MONDO:0008291|MONDO:0009737|MONDO:0017851|MONDO:0009656|MONDO:0009655|MONDO:0009658|MONDO:0007554|MONDO:0009657	MONDO:0018853|MONDO:0007239
70	1	67	1	HP:0002808|HP:0010864|HP:0000943|HP:0001263|HP:0000821|HP:0001508|HP:0100578|HP:0000365|HP:0000248|HP:0011220	HP:0011220|HP:0001508|HP:0000365|HP:0000943|HP:0000248|HP:0002808|HP:0010864|HP:0001263|HP:0010471|HP:0003541	MONDO:0018490	MONDO:0010074
69	2	69	1	HP:0005595|HP:0002808|HP:0010864|HP:0000943|HP:0000821|HP:0000975|HP:0008430|HP:0100578|HP:0000248|HP:0000280	HP:0100578|HP:0005595|HP:0008430|HP:0000975|HP:0000248|HP:0000821|HP:0000280|HP:0002808|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	
70	4	70	1	HP:0005595|HP:0011220|HP:0002808|HP:0010864|HP:0001263|HP:0000821|HP:0000975|HP:0011276|HP:0000248|HP:0000280	HP:0005595|HP:0000248|HP:0011220|HP:0000821|HP:0002808|HP:0001263|HP:0011276|HP:0000280|HP:0010471|HP:0003541	MONDO:0018853|MONDO:0007239|MONDO:0019306|MONDO:0008291|MONDO:0018781	
70	2	67	4	HP:0010864|HP:0000943|HP:0001263|HP:0000821|HP:0001508|HP:0008430|HP:0100578|HP:0000365|HP:0000248|HP:0002240	HP:0000943|HP:0000821|HP:0100578|HP:0008430|HP:0002240|HP:0001263|HP:0001508|HP:0010864|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	MONDO:0010073|MONDO:0010074|MONDO:0009262|MONDO:0009662
71	3	70	1	HP:0005595|HP:0002808|HP:0010864|HP:0000821|HP:0002240|HP:0011276|HP:0001508|HP:0100578|HP:0011220|HP:0000280	HP:0001508|HP:0011276|HP:0000821|HP:0002240|HP:0002808|HP:0005595|HP:0000280|HP:0100578|HP:0010471|HP:0003541	MONDO:0007239|MONDO:0018853|MONDO:0019306|MONDO:0007554|MONDO:0008291	MONDO:0010074
69	2	69	2	HP:0005595|HP:0002808|HP:0010864|HP:0000943|HP:0008430|HP:0100578|HP:0000365|HP:0000248|HP:0011220|HP:0002240	HP:0008430|HP:0002240|HP:0000248|HP:0011220|HP:0100578|HP:0000365|HP:0002808|HP:0010864|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	MONDO:0009262|MONDO:0010074|MONDO:0010073|MONDO:0009914
71	2	71	1	HP:0005595|HP:0002808|HP:0001263|HP:0000821|HP:0002240|HP:0000975|HP:0008430|HP:0000248|HP:0011220|HP:0000280	HP:0000248|HP:0001263|HP:0011220|HP:0002240|HP:0005595|HP:0000975|HP:0000280|HP:0002808|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	
72	1	71	2	HP:0005595|HP:0002808|HP:0000821|HP:0000975|HP:0001508|HP:0008430|HP:0000248|HP:0000365|HP:0011220|HP:0000280	HP:0000821|HP:0005595|HP:0011220|HP:0000248|HP:0000365|HP:0002808|HP:0000975|HP:0001508|HP:0010471|HP:0003541	MONDO:0009914	MONDO:0010074|MONDO:0019306
71	2	70	1	HP:0010864|HP:0000943|HP:0001263|HP:0011276|HP:0000975|HP:0001508|HP:0008430|HP:0100578|HP:0000248|HP:0000280	HP:0000975|HP:0000280|HP:0001263|HP:0011276|HP:0010864|HP:0000248|HP:0000943|HP:0008430|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	
73	1	68	1	HP:0002808|HP:0010864|HP:0000943|HP:0000280|HP:0000821|HP:0001263|HP:0000975|HP:0001508|HP:0000248|HP:0002240	HP:0000280|HP:0002240|HP:0000821|HP:0000975|HP:0000943|HP:0000248|HP:0010864|HP:0001263|HP:0010471|HP:0003541	MONDO:0009737|MONDO:0011759	
71	4	70	1	HP:0005595|HP:0002808|HP:0010864|HP:0001263|HP:0000821|HP:0011276|HP:0000248|HP:0000365|HP:0011220|HP:0000280	HP:0000280|HP:0002808|HP:0000248|HP:0000365|HP:0000821|HP:0001263|HP:0011220|HP:0010864|HP:0010471|HP:0003541	MONDO:0018853|MONDO:0007239|MONDO:0008291|MONDO:0018781|MONDO:0017851|MONDO:0019306	MONDO:0010074|MONDO:0011261
70	3	70	1	HP:0002808|HP:0001263|HP:0000943|HP:0000821|HP:0000975|HP:0011276|HP:0001508|HP:0008430|HP:0100578|HP:0000280	HP:0001508|HP:0000280|HP:0000975|HP:0008430|HP:0100578|HP:0001263|HP:0000943|HP:0011276|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914|MONDO:0009662	
68	1	68	1	HP:0005595|HP:0002808|HP:0011220|HP:0000943|HP:0000821|HP:0011276|HP:0008430|HP:0100578|HP:0000248|HP:0002240	HP:0002808|HP:0011276|HP:0011220|HP:0000248|HP:0100578|HP:0000943|HP:0002240|HP:0005595|HP:0010471|HP:0003541	MONDO:0009914	
69	6	69	1	HP:0005595|HP:0011220|HP:0001263|HP:0000821|HP:0000975|HP:0011276|HP:0001508|HP:0100578|HP:0000248|HP:0002240	HP:0011276|HP:0100578|HP:0001263|HP:0001508|HP:0005595|HP:0000821|HP:0000248|HP:0002240|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0007239|MONDO:0018853|MONDO:0008291|MONDO:0007554|MONDO:0019554|MONDO:0017851|MONDO:0018781|MONDO:0019556|MONDO:0019555|MONDO:0019553	
70	2	67	1	HP:0005595|HP:0010864|HP:0000943|HP:0001263|HP:0000280|HP:0011276|HP:0001508|HP:0008430|HP:0011220|HP:0002240	HP:0005595|HP:0000280|HP:0000943|HP:0002240|HP:0011276|HP:0010864|HP:0001263|HP:0011220|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	
73	1	71	1	HP:0011220|HP:0002808|HP:0000280|HP:0000975|HP:0011276|HP:0001508|HP:0008430|HP:0000365|HP:0000248|HP:0002240	HP:0011276|HP:0011220|HP:0000248|HP:0002240|HP:0000975|HP:0001508|HP:0008430|HP:0000365|HP:0010471|HP:0003541	MONDO:0009914	MONDO:0009914
71	2	69	2	HP:0002808|HP:0010864|HP:0000943|HP:0001263|HP:0000975|HP:0001508|HP:0008430|HP:0000248|HP:0011220|HP:0002240	HP:0011220|HP:0002808|HP:0010864|HP:0002240|HP:0008430|HP:0001508|HP:0000975|HP:0000943|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	MONDO:0010074|MONDO:0010073|MONDO:0009262
71	2	71	2	HP:0005595|HP:0002808|HP:0000280|HP:0001263|HP:0000821|HP:0011276|HP:0000975|HP:0001508|HP:0008430|HP:0002240	HP:0002808|HP:0001263|HP:0000975|HP:0001508|HP:0005595|HP:0011276|HP:0000821|HP:0000280|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	MONDO:0010074|MONDO:0019306|MONDO:0007239
70	4	69	1	HP:0005595|HP:0011220|HP:0010864|HP:0000943|HP:0001263|HP:0000280|HP:0000975|HP:0001508|HP:0000248|HP:0002240	HP:0000248|HP:0011220|HP:0005595|HP:0000280|HP:0000975|HP:0000943|HP:0002240|HP:0001508|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0007239|MONDO:0018853|MONDO:0018781|MONDO:0007554	
69	4	68	1	HP:0005595|HP:0011220|HP:0000943|HP:0000821|HP:0000975|HP:0001508|HP:0100578|HP:0000365|HP:0000248|HP:0000280	HP:0011220|HP:0001508|HP:0000365|HP:0000248|HP:0005595|HP:0100578|HP:0000943|HP:0000975|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0007239|MONDO:0018853|MONDO:0007554|MONDO:0018781|MONDO:0017851	MONDO:0019306
70	2	69	2	HP:0005595|HP:0002808|HP:0000943|HP:0000975|HP:0011276|HP:0001508|HP:0008430|HP:0100578|HP:0000365|HP:0000280	HP:0001508|HP:0000943|HP:0005595|HP:0100578|HP:0011276|HP:0002808|HP:0000365|HP:0000280|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0019306	MONDO:0010074|MONDO:0019346
68	2	68	1	HP:0010864|HP:0001263|HP:0000943|HP:0000821|HP:0011276|HP:0000975|HP:0008430|HP:0100578|HP:0011220|HP:0000280	HP:0011220|HP:0010864|HP:0000280|HP:0008430|HP:0001263|HP:0011276|HP:0000821|HP:0000943|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	MONDO:0010073
71	1	69	1	HP:0002808|HP:0011220|HP:0010864|HP:0001263|HP:0000943|HP:0000975|HP:0001508|HP:0100578|HP:0000248|HP:0002240	HP:0010864|HP:0100578|HP:0000975|HP:0002808|HP:0001508|HP:0002240|HP:0011220|HP:0000943|HP:0010471|HP:0003541		MONDO:0010074
71	3	71	3	HP:0005595|HP:0002808|HP:0010864|HP:0001263|HP:0000821|HP:0000975|HP:0001508|HP:0008430|HP:0000365|HP:0000248	HP:0000821|HP:0001508|HP:0000248|HP:0002808|HP:0008430|HP:0005595|HP:0000365|HP:0001263|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914|MONDO:0009262	MONDO:0009262|MONDO:0010073|MONDO:0009914
69	2	68	3	HP:0002808|HP:0001263|HP:0000943|HP:0000821|HP:0011276|HP:0000975|HP:0001508|HP:0008430|HP:0100578|HP:0002240	HP:0000821|HP:0002808|HP:0001508|HP:0008430|HP:0000943|HP:0001263|HP:0011276|HP:0002240|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914|MONDO:0009662	MONDO:0010073|MONDO:0009262|MONDO:0010074|MONDO:0009662
70	1	68	1	HP:0005595|HP:0002808|HP:0011220|HP:0000943|HP:0001263|HP:0000821|HP:0100578|HP:0000365|HP:0000248|HP:0002240	HP:0100578|HP:0002240|HP:0001263|HP:0000365|HP:0000821|HP:0005595|HP:0000248|HP:0000943|HP:0010471|HP:0003541	MONDO:0018853	
69	3	67	1	HP:0010864|HP:0000943|HP:0001263|HP:0000821|HP:0002240|HP:0001508|HP:0100578|HP:0000365|HP:0000248|HP:0000280	HP:0000280|HP:0001263|HP:0002240|HP:0010864|HP:0001508|HP:0000943|HP:0000821|HP:0100578|HP:0010471|HP:0003541	MONDO:0009737|MONDO:0009658|MONDO:0009657|MONDO:0009656|MONDO:0009655|MONDO:0010028|MONDO:0008830	MONDO:0009738
70	1	70	1	HP:0005595|HP:0011220|HP:0000943|HP:0000821|HP:0011276|HP:0000975|HP:0001508|HP:0008430|HP:0000248|HP:0000280	HP:0000248|HP:0011220|HP:0000280|HP:0000943|HP:0011276|HP:0001508|HP:0000975|HP:0008430|HP:0010471|HP:0003541	MONDO:0009914	MONDO:0009914
70	2	69	3	HP:0011220|HP:0002808|HP:0000943|HP:0000821|HP:0000975|HP:0011276|HP:0001508|HP:0008430|HP:0000248|HP:0002240	HP:0001508|HP:0002240|HP:0002808|HP:0000821|HP:0000248|HP:0000943|HP:0008430|HP:0011276|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	MONDO:0009914|MONDO:0009262|MONDO:0010074
70	2	69	1	HP:0005595|HP:0002808|HP:0000280|HP:0001263|HP:0000821|HP:0011276|HP:0008430|HP:0000365|HP:0011220|HP:0002240	HP:0002240|HP:0011220|HP:0000365|HP:0000821|HP:0008430|HP:0000280|HP:0002808|HP:0011276|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	
71	1	68	1	HP:0005595|HP:0010864|HP:0000280|HP:0000821|HP:0011276|HP:0001508|HP:0008430|HP:0100578|HP:0011220|HP:0002240	HP:0000821|HP:0011220|HP:0000280|HP:0008430|HP:0010864|HP:0011276|HP:0100578|HP:0005595|HP:0010471|HP:0003541	MONDO:0009914	
72	2	70	1	HP:0005595|HP:0002808|HP:0001263|HP:0000975|HP:0001508|HP:0008430|HP:0000248|HP:0000365|HP:0011220|HP:0002240	HP:0008430|HP:0000248|HP:0001263|HP:0011220|HP:0002240|HP:0000975|HP:0005595|HP:0000365|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	
70	2	68	1	HP:0005595|HP:0010864|HP:0001263|HP:0000821|HP:0002240|HP:0001508|HP:0100578|HP:0000248|HP:0011220|HP:0000280	HP:0001263|HP:0000280|HP:0010864|HP:0000821|HP:0100578|HP:0011220|HP:0005595|HP:0000248|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0007239|MONDO:0018853|MONDO:0018781|MONDO:0007554	
70	1	67	2	HP:0005595|HP:0002808|HP:0010864|HP:0000943|HP:0000821|HP:0011276|HP:0008430|HP:0000365|HP:0000248|HP:0000280	HP:0005595|HP:0002808|HP:0000821|HP:0011276|HP:0010864|HP:0000365|HP:0000943|HP:0008430|HP:0010471|HP:0003541	MONDO:0010073	MONDO:0010074|MONDO:0010073|MONDO:0009262
70	3	71	1	HP:0002808|HP:0000280|HP:0001263|HP:0000943|HP:0000821|HP:0011276|HP:0001508|HP:0008430|HP:0100578|HP:0002240	HP:0000280|HP:0002808|HP:0011276|HP:0002240|HP:0001263|HP:0001508|HP:0100578|HP:0000821|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914|MONDO:0009662	MONDO:0010074
70	2	68	2	HP:0002808|HP:0010864|HP:0001263|HP:0000821|HP:0000975|HP:0008430|HP:0000248|HP:0000365|HP:0100578|HP:0011220	HP:0001263|HP:0100578|HP:0010864|HP:0000821|HP:0000365|HP:0008430|HP:0011220|HP:0000975|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	MONDO:0010073|MONDO:0010074
70	5	67	2	HP:0005595|HP:0011220|HP:0010864|HP:0001263|HP:0000821|HP:0000975|HP:0001508|HP:0000365|HP:0000248|HP:0002240	HP:0000365|HP:0001263|HP:0005595|HP:0011220|HP:0000248|HP:0000975|HP:0000821|HP:0010864|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0018853|MONDO:0007239|MONDO:0017851|MONDO:0018781|MONDO:0007554|MONDO:0008291	MONDO:0018853|MONDO:0019306
69	6	68	1	HP:0000280|HP:0001263|HP:0000943|HP:0000821|HP:0010864|HP:0000975|HP:0011276|HP:0000365|HP:0000248|HP:0002240	HP:0000365|HP:0010864|HP:0000975|HP:0001263|HP:0000280|HP:0011276|HP:0000248|HP:0000943|HP:0010471|HP:0003541	MONDO:0009737|MONDO:0009656|MONDO:0009655|MONDO:0009658|MONDO:0009657|MONDO:0010028|MONDO:0018937|MONDO:0008830	MONDO:0009737|MONDO:0009562
70	2	71	1	HP:0005595|HP:0011220|HP:0000943|HP:0001263|HP:0000821|HP:0000975|HP:0001508|HP:0008430|HP:0000248|HP:0002240	HP:0002240|HP:0001508|HP:0000975|HP:0008430|HP:0005595|HP:0001263|HP:0000248|HP:0011220|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	MONDO:0009914
68	3	66	4	HP:0002808|HP:0010864|HP:0000943|HP:0001263|HP:0000280|HP:0008430|HP:0100578|HP:0000365|HP:0011220|HP:0002240	HP:0100578|HP:0008430|HP:0010864|HP:0000280|HP:0000365|HP:0001263|HP:0002808|HP:0011220|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0008830|MONDO:0009914|MONDO:0009662	MONDO:0010073|MONDO:0009262|MONDO:0010074|MONDO:0008830|MONDO:0009914
69	4	69	1	HP:0005595|HP:0002808|HP:0010864|HP:0001263|HP:0000943|HP:0000821|HP:0011276|HP:0001508|HP:0011220|HP:0002240	HP:0011220|HP:0000821|HP:0010864|HP:0002808|HP:0001263|HP:0002240|HP:0005595|HP:0001508|HP:0010471|HP:0003541	MONDO:0007239|MONDO:0018853|MONDO:0008291|MONDO:0019306|MONDO:0007554	MONDO:0010074
70	2	69	1	HP:0005595|HP:0002808|HP:0010864|HP:0000943|HP:0002240|HP:0011276|HP:0008430|HP:0000248|HP:0011220|HP:0000280	HP:0011220|HP:0000280|HP:0011276|HP:0008430|HP:0002240|HP:0005595|HP:0010864|HP:0000943|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	
71	1	71	1	HP:0011220|HP:0002808|HP:0001263|HP:0002240|HP:0000975|HP:0011276|HP:0008430|HP:0100578|HP:0000248|HP:0000280	HP:0002240|HP:0000248|HP:0000975|HP:0011276|HP:0000280|HP:0002808|HP:0001263|HP:0011220|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	
69	7	67	3	HP:0005595|HP:0002808|HP:0000943|HP:0000821|HP:0011276|HP:0000975|HP:0001508|HP:0000365|HP:0011220|HP:0002240	HP:0000975|HP:0002808|HP:0011276|HP:0000943|HP:0005595|HP:0000821|HP:0002240|HP:0000365|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0018853|MONDO:0007239|MONDO:0008291|MONDO:0007554|MONDO:0017851|MONDO:0018781|MONDO:0009737	MONDO:0018853|MONDO:0010074|MONDO:0019306|MONDO:0007239
68	2	67	2	HP:0005595|HP:0002808|HP:0001263|HP:0000943|HP:0000975|HP:0011276|HP:0001508|HP:0008430|HP:0100578|HP:0011220	HP:0008430|HP:0100578|HP:0002808|HP:0011276|HP:0001508|HP:0001263|HP:0005595|HP:0000943|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	MONDO:0010074|MONDO:0010073|MONDO:0009262
69	2	69	1	HP:0005595|HP:0011220|HP:0001263|HP:0000821|HP:0000975|HP:0011276|HP:0008430|HP:0100578|HP:0000248|HP:0002240	HP:0100578|HP:0000975|HP:0000248|HP:0000821|HP:0002240|HP:0005595|HP:0008430|HP:0011220|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	
70	2	68	3	HP:0005595|HP:0002808|HP:0010864|HP:0000943|HP:0000975|HP:0001508|HP:0008430|HP:0100578|HP:0000365|HP:0000280	HP:0010864|HP:0002808|HP:0000943|HP:0000280|HP:0100578|HP:0005595|HP:0008430|HP:0001508|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	MONDO:0010074|MONDO:0010073|MONDO:0009262
71	1	70	1	HP:0005595|HP:0002808|HP:0002240|HP:0011276|HP:0001508|HP:0008430|HP:0100578|HP:0000248|HP:0011220|HP:0000280	HP:0002808|HP:0008430|HP:0005595|HP:0000248|HP:0000280|HP:0100578|HP:0011276|HP:0002240|HP:0010471|HP:0003541	MONDO:0009914	MONDO:0009914
69	4	69	3	HP:0005595|HP:0002808|HP:0010864|HP:0001263|HP:0011276|HP:0008430|HP:0000248|HP:0000365|HP:0011220|HP:0000280	HP:0000280|HP:0010864|HP:0008430|HP:0011220|HP:0002808|HP:0001263|HP:0005595|HP:0000248|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914|MONDO:0009262|MONDO:0008830	MONDO:0010073|MONDO:0009262|MONDO:0010074
71	1	68	1	HP:0011220|HP:0000280|HP:0000943|HP:0000821|HP:0000975|HP:0001508|HP:0008430|HP:0100578|HP:0000248|HP:0002240	HP:0011220|HP:0100578|HP:0000821|HP:0000280|HP:0008430|HP:0002240|HP:0000975|HP:0000943|HP:0010471|HP:0003541	MONDO:0009914	
71	2	70	1	HP:0011220|HP:0002808|HP:0010864|HP:0000280|HP:0000943|HP:0011276|HP:0001508|HP:0008430|HP:0000248|HP:0002240	HP:0010864|HP:0002808|HP:0008430|HP:0011276|HP:0011220|HP:0000280|HP:0001508|HP:0000248|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	MONDO:0009914|MONDO:0009262|MONDO:0010074|MONDO:0010073
69	1	70	1	HP:0005595|HP:0002808|HP:0011220|HP:0000280|HP:0000943|HP:0011276|HP:0008430|HP:0100578|HP:0000248|HP:0002240	HP:0008430|HP:0002808|HP:0011220|HP:0005595|HP:0002240|HP:0000248|HP:0100578|HP:0000280|HP:0010471|HP:0003541	MONDO:0009914	
69	8	67	1	HP:0005595|HP:0001263|HP:0000943|HP:0000821|HP:0000975|HP:0001508|HP:0100578|HP:0000365|HP:0000248|HP:0002240	HP:0100578|HP:0000821|HP:0005595|HP:0000248|HP:0000975|HP:0000943|HP:0001263|HP:0002240|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0018853|MONDO:0007239|MONDO:0018781|MONDO:0017851|MONDO:0007554|MONDO:0019554|MONDO:0008291	
71	5	70	1	HP:0005595|HP:0002808|HP:0011220|HP:0000280|HP:0001263|HP:0000975|HP:0011276|HP:0100578|HP:0000248|HP:0002240	HP:0005595|HP:0011220|HP:0002240|HP:0100578|HP:0011276|HP:0002808|HP:0001263|HP:0000280|HP:0010471|HP:0003541	MONDO:0018853|MONDO:0007239|MONDO:0019306|MONDO:0008291|MONDO:0019554	
71	1	71	1	HP:0005595|HP:0002808|HP:0001263|HP:0000975|HP:0008430|HP:0000248|HP:0000365|HP:0100578|HP:0011220|HP:0000280	HP:0000975|HP:0008430|HP:0000280|HP:0000248|HP:0001263|HP:0011220|HP:0000365|HP:0100578|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	
71	2	70	1	HP:0010864|HP:0000943|HP:0000280|HP:0001263|HP:0000975|HP:0001508|HP:0100578|HP:0000365|HP:0000248|HP:0002240	HP:0010864|HP:0002240|HP:0000975|HP:0000365|HP:0001508|HP:0100578|HP:0000280|HP:0001263|HP:0010471|HP:0003541	MONDO:0009737|MONDO:0009658|MONDO:0009655|MONDO:0009657|MONDO:0009656|MONDO:0010028	
