mondo_id	num_glycophen	num_nonglyco	glycophenotypes	non_glycophenotypes
MONDO:0010221	0	74		HP:0001773|HP:0001249|HP:0000687|HP:0000179|HP:0002007|HP:0000972|HP:0000668|HP:0012471|HP:0010882|HP:0001006|HP:0000316|HP:0000465|HP:0000356|HP:0000486|HP:0100760|HP:0000286|HP:0002557|HP:0000396|HP:0007957|HP:0001669|HP:0000480|HP:0010783|HP:0000081|HP:0008760|HP:0009473|HP:0002120|HP:0000717|HP:0004279|HP:0002136|HP:0001629|HP:0000098|HP:0002797|HP:0002562|HP:0000508|HP:0005280|HP:0002827|HP:0000431|HP:0008070|HP:0008064|HP:0000582|HP:0009767|HP:0000365|HP:0002059|HP:0007477|HP:0001833|HP:0002213|HP:0000126|HP:0000154|HP:0011069|HP:0000074|HP:0010173|HP:0006709|HP:0200042|HP:0000248|HP:0006721|HP:0000405|HP:0012385|HP:0000322|HP:0001636|HP:0005930|HP:0001250|HP:0002488|HP:0004209|HP:0001176|HP:0000962|HP:0001252|HP:0001520|HP:0004969|HP:0000457|HP:0000175|HP:0000691|HP:0001290|HP:0006660|HP:0011220
MONDO:0010319	0	17		HP:0003487|HP:0001270|HP:0001249|HP:0001272|HP:0001265|HP:0002059|HP:0002067|HP:0002069|HP:0010527|HP:0011812|HP:0002186|HP:0002345|HP:0000750|HP:0000338|HP:0001300|HP:0001288|HP:0002079
MONDO:0010381	0	2		HP:0001877|HP:0002960
MONDO:0010438	0	1		HP:0004818
MONDO:0010472	1	34	HP:0003642	HP:0002719|HP:0001999|HP:0007256|HP:0000316|HP:0000750|HP:0010864|HP:0002521|HP:0002283|HP:0002071|HP:0000238|HP:0000252|HP:0001181|HP:0000717|HP:0100543|HP:0002240|HP:0002312|HP:0000666|HP:0002059|HP:0000639|HP:0001263|HP:0030047|HP:0012469|HP:0012448|HP:0001371|HP:0001250|HP:0000369|HP:0000463|HP:0000331|HP:0002421|HP:0000817|HP:0000343|HP:0001290|HP:0004325|HP:0000648
MONDO:0010478	0	20		HP:0001263|HP:0002719|HP:0002521|HP:0012448|HP:0001250|HP:0001321|HP:0000194|HP:0000252|HP:0002059|HP:0000639|HP:0012471|HP:0031931|HP:0000280|HP:0000510|HP:0200134|HP:0000574|HP:0002020|HP:0001290|HP:0000431|HP:0002079
MONDO:0010490	1	28	HP:0003642	HP:0001249|HP:0011968|HP:0001999|HP:0000687|HP:0000047|HP:0000085|HP:0001373|HP:0000347|HP:0000486|HP:0002013|HP:0000252|HP:0001331|HP:0030084|HP:0002020|HP:0003256|HP:0002518|HP:0000490|HP:0001928|HP:0001263|HP:0001250|HP:0000400|HP:0001508|HP:0000154|HP:0001290|HP:0002650|HP:0011339|HP:0001643|HP:0002079
MONDO:0010504	0	13		HP:0002718|HP:0001249|HP:0000540|HP:0001394|HP:0002910|HP:0001250|HP:0000407|HP:0006579|HP:0001397|HP:0004313|HP:0001744|HP:0002240|HP:0001882
MONDO:0010526	0	72		HP:0001653|HP:0002039|HP:0000739|HP:0002380|HP:0000179|HP:0002093|HP:0001945|HP:0001681|HP:0002014|HP:0001131|HP:0000091|HP:0000790|HP:0006510|HP:0000518|HP:0002376|HP:0000100|HP:0100585|HP:0000093|HP:0007957|HP:0000873|HP:0003077|HP:0002013|HP:0004349|HP:0000524|HP:0000112|HP:0000083|HP:0000280|HP:0002027|HP:0001004|HP:0004306|HP:0100543|HP:0001903|HP:0003394|HP:0006536|HP:0002829|HP:0004322|HP:0002024|HP:0003326|HP:0005144|HP:0002321|HP:0002326|HP:0000407|HP:0002823|HP:0001014|HP:0002094|HP:0001635|HP:0001482|HP:0002018|HP:0100820|HP:0001712|HP:0012332|HP:0000822|HP:0001678|HP:0001646|HP:0011710|HP:0012702|HP:0001250|HP:0000966|HP:0001639|HP:0002571|HP:0012378|HP:0002017|HP:0000716|HP:0001369|HP:0003401|HP:0000962|HP:0002097|HP:0001658|HP:0001155|HP:0000648|HP:0011675|HP:0000823
MONDO:0010674	4	53	HP:0003541|HP:0008155|HP:0002159|HP:0008301	HP:0000767|HP:0000943|HP:0000687|HP:0000179|HP:0000998|HP:0000256|HP:0001609|HP:0001654|HP:0002014|HP:0004389|HP:0000684|HP:0030799|HP:0003272|HP:0001537|HP:0001626|HP:0000708|HP:0000238|HP:0000648|HP:0000280|HP:0001744|HP:0003510|HP:0000508|HP:0005280|HP:0002099|HP:0001761|HP:0002240|HP:0002024|HP:0000268|HP:0000365|HP:0000403|HP:0001601|HP:0002230|HP:0001072|HP:0001635|HP:0002341|HP:0000158|HP:0001387|HP:0002180|HP:0002808|HP:0003502|HP:0001371|HP:0001250|HP:0002870|HP:0000023|HP:0002786|HP:0002777|HP:0000457|HP:0002187|HP:0001085|HP:0007703|HP:0000470|HP:0001171|HP:0000303
MONDO:0010679	0	29		HP:0003236|HP:0001270|HP:0003323|HP:0001265|HP:0002093|HP:0002515|HP:0001638|HP:0003307|HP:0000750|HP:0003560|HP:0008981|HP:0001644|HP:0002878|HP:0002650|HP:0100543|HP:0001328|HP:0003701|HP:0002791|HP:0001635|HP:0001263|HP:0003707|HP:0001371|HP:0003391|HP:0003202|HP:0003115|HP:0001256|HP:0001252|HP:0001290|HP:0011675
MONDO:0010916	0	5		HP:0000822|HP:0001407|HP:0000113|HP:0004944|HP:0001410
MONDO:0010966	0	36		HP:0001773|HP:0030680|HP:0000272|HP:0000474|HP:0100541|HP:0002093|HP:0002007|HP:0000774|HP:0000256|HP:0000347|HP:0001537|HP:0010306|HP:0003498|HP:0008921|HP:0003510|HP:0003196|HP:0003336|HP:0001789|HP:0000946|HP:0005716|HP:0006703|HP:0000476|HP:0002983|HP:0003270|HP:0001561|HP:0000772|HP:0000773|HP:0012368|HP:0000023|HP:0000969|HP:0000343|HP:0001762|HP:0004599|HP:0000463|HP:0000470|HP:0001623
MONDO:0010998	1	37	HP:0003642	HP:0002164|HP:0011473|HP:0012537|HP:0002014|HP:0000486|HP:0000414|HP:0000286|HP:0000218|HP:0000654|HP:0002521|HP:0002013|HP:0009473|HP:0000252|HP:0002804|HP:0001181|HP:0001141|HP:0001347|HP:0030084|HP:0005280|HP:0100807|HP:0000431|HP:0001864|HP:0001272|HP:0002059|HP:0000504|HP:0001263|HP:0001276|HP:0008936|HP:0001250|HP:0000400|HP:0000193|HP:0000612|HP:0001792|HP:0001508|HP:0001252|HP:0001762|HP:0000648
MONDO:0011257	3	20	HP:0000825|HP:0001943|HP:0003642	HP:0001394|HP:0002612|HP:0001976|HP:0011473|HP:0002014|HP:0001399|HP:0001892|HP:0002243|HP:0003073|HP:0002013|HP:0001929|HP:0001004|HP:0002240|HP:0031842|HP:0002024|HP:0001395|HP:0001977|HP:0001508|HP:0001252|HP:0001290
MONDO:0011291	1	11	HP:0003642	HP:0001263|HP:0008936|HP:0001250|HP:0001929|HP:0001976|HP:0001252|HP:0001284|HP:0000486|HP:0001399|HP:0008150|HP:0001251
MONDO:0011342	0	30		HP:0001249|HP:0001260|HP:0002098|HP:0031156|HP:0012418|HP:0100658|HP:0000093|HP:0001933|HP:0011883|HP:0000601|HP:0005469|HP:0000252|HP:0002465|HP:0001875|HP:0001902|HP:0002718|HP:0000490|HP:0000639|HP:0040223|HP:0012143|HP:0002090|HP:0001298|HP:0001251|HP:0001873|HP:0001263|HP:0003355|HP:0003010|HP:0001250|HP:0002310|HP:0040185
MONDO:0011533	0	19		HP:0000664|HP:0002974|HP:0011087|HP:0010743|HP:0001156|HP:0000592|HP:0002553|HP:0000699|HP:0008368|HP:0010049|HP:0001159|HP:0001234|HP:0009702|HP:0000691|HP:0030084|HP:0000175|HP:0000648|HP:0008619|HP:0002002
MONDO:0011603	0	29		HP:0003236|HP:0012548|HP:0003458|HP:0001638|HP:0009077|HP:0030007|HP:0003693|HP:0008963|HP:0010628|HP:0003438|HP:0000821|HP:0003724|HP:0002460|HP:0001288|HP:0003557|HP:0003805|HP:0006251|HP:0003691|HP:0007210|HP:0003376|HP:0003791|HP:0008180|HP:0040047|HP:0012515|HP:0009027|HP:0100284|HP:0100299|HP:0003547|HP:0006467
MONDO:0011604	0	44		HP:0001249|HP:0010511|HP:0000316|HP:0000914|HP:0000465|HP:0000358|HP:0001631|HP:0000938|HP:0001324|HP:0000297|HP:0000518|HP:0000568|HP:0005108|HP:0007730|HP:0000541|HP:0000534|HP:0009738|HP:0000233|HP:0000572|HP:0000926|HP:0001629|HP:0100807|HP:0002162|HP:0004322|HP:0005692|HP:0000939|HP:0008063|HP:0001763|HP:0000407|HP:0000639|HP:0002953|HP:0000470|HP:0002942|HP:0000545|HP:0000646|HP:0003521|HP:0000369|HP:0000391|HP:0000974|HP:0001634|HP:0000343|HP:0004467|HP:0004325|HP:0012741
MONDO:0011629	0	26		HP:0000445|HP:0002943|HP:0001399|HP:0000527|HP:0002757|HP:0000218|HP:0010557|HP:0000581|HP:0000648|HP:0000278|HP:0004313|HP:0002240|HP:0008872|HP:0001188|HP:0000407|HP:0002059|HP:0002791|HP:0001263|HP:0001939|HP:0000269|HP:0001250|HP:0012745|HP:0001508|HP:0001252|HP:0001290|HP:0002079
MONDO:0011688	0	34		HP:0001302|HP:0001249|HP:0003236|HP:0002355|HP:0002359|HP:0003458|HP:0002119|HP:0003307|HP:0002500|HP:0002111|HP:0007126|HP:0008981|HP:0003324|HP:0003551|HP:0000252|HP:0010628|HP:0002350|HP:0003724|HP:0002948|HP:0003394|HP:0003701|HP:0008872|HP:0003326|HP:0001272|HP:0002194|HP:0000158|HP:0003741|HP:0003733|HP:0040083|HP:0001319|HP:0001771|HP:0003547|HP:0002808|HP:0002650
MONDO:0011731	2	7	HP:0003076|HP:0004924	HP:0002024|HP:0002028|HP:0001986|HP:0001942|HP:0030143|HP:0001508|HP:0003270
MONDO:0011758	2	87	HP:0003541|HP:0008155	HP:0011968|HP:0002007|HP:0003320|HP:0001654|HP:0001638|HP:0007256|HP:0001376|HP:0000574|HP:0012185|HP:0100765|HP:0011400|HP:0004490|HP:0000431|HP:0000365|HP:0000268|HP:0002230|HP:0002652|HP:0001263|HP:0000822|HP:0002180|HP:0001433|HP:0002313|HP:0000716|HP:0003275|HP:0000463|HP:0030812|HP:0000943|HP:0000455|HP:0009811|HP:0001659|HP:0007957|HP:0100490|HP:0000280|HP:0000894|HP:0001706|HP:0004586|HP:0000501|HP:0000158|HP:0410018|HP:0001387|HP:0002869|HP:0001371|HP:0002673|HP:0008802|HP:0001252|HP:0002680|HP:0000232|HP:0001249|HP:0001681|HP:0005019|HP:0100790|HP:0003311|HP:0007759|HP:0000940|HP:0012384|HP:0001744|HP:0005280|HP:0000488|HP:0004322|HP:0001000|HP:0000889|HP:0002028|HP:0000772|HP:0003416|HP:0005930|HP:0002650|HP:0000470|HP:0001653|HP:0012471|HP:0000256|HP:0002205|HP:0100729|HP:0001537|HP:0000238|HP:0002344|HP:0040129|HP:0002240|HP:0100021|HP:0001007|HP:0000293|HP:0002360|HP:0000023|HP:0000212|HP:0003468|HP:0000691|HP:0000546|HP:0002808
MONDO:0011759	0	33		HP:0001653|HP:0000943|HP:0012471|HP:0002092|HP:0001654|HP:0002205|HP:0001638|HP:0007256|HP:0001376|HP:0000347|HP:0001537|HP:0100790|HP:0001659|HP:0007957|HP:0040129|HP:0100765|HP:0000280|HP:0012384|HP:0001744|HP:0005280|HP:0002240|HP:0004322|HP:0001007|HP:0000407|HP:0002230|HP:0002652|HP:0001387|HP:0003416|HP:0002870|HP:0002777|HP:0003468|HP:0002808|HP:0002650
MONDO:0011760	1	29	HP:0008155	HP:0000445|HP:0000943|HP:0012471|HP:0012185|HP:0001659|HP:0007957|HP:0040129|HP:0000280|HP:0012384|HP:0001744|HP:0005280|HP:0002240|HP:0001761|HP:0100021|HP:0000407|HP:0000293|HP:0000501|HP:0000283|HP:0002341|HP:0001387|HP:0002313|HP:0002870|HP:0001650|HP:0000546|HP:0002857|HP:0000154|HP:0000470|HP:0000232|HP:0000303
MONDO:0011772	0	9		HP:0001263|HP:0003236|HP:0001305|HP:0000238|HP:0003198|HP:0000256|HP:0001928|HP:0001252|HP:0001290
MONDO:0011783	0	30		HP:0011968|HP:0008905|HP:0001999|HP:0000047|HP:0002205|HP:0000078|HP:0003097|HP:0005736|HP:0003645|HP:0000377|HP:0004313|HP:0005792|HP:0100543|HP:0000046|HP:0010978|HP:0000407|HP:0003316|HP:0000054|HP:0011800|HP:0001263|HP:0000253|HP:0001852|HP:0000322|HP:0002984|HP:0002901|HP:0001508|HP:0001252|HP:0011947|HP:0001762|HP:0001290
MONDO:0011787	0	32		HP:0003236|HP:0001270|HP:0002355|HP:0002359|HP:0002515|HP:0003307|HP:0003560|HP:0002111|HP:0008981|HP:0001644|HP:0003551|HP:0030092|HP:0003749|HP:0008305|HP:0009046|HP:0030099|HP:0002948|HP:0003394|HP:0003701|HP:0003326|HP:0002877|HP:0005109|HP:0005162|HP:0000158|HP:0003741|HP:0003733|HP:0040083|HP:0001771|HP:0003547|HP:0002808|HP:0001290|HP:0002650
MONDO:0011871	0	13		HP:0002207|HP:0002155|HP:0002240|HP:0004333|HP:0003609|HP:0003141|HP:0002205|HP:0002094|HP:0001103|HP:0003233|HP:0001744|HP:0001982|HP:0004322
MONDO:0011873	0	29		HP:0001249|HP:0000733|HP:0001260|HP:0002093|HP:0002185|HP:0000709|HP:0001791|HP:0002371|HP:0030223|HP:0006579|HP:0002015|HP:0003349|HP:0001257|HP:0000511|HP:0001744|HP:0002878|HP:0002240|HP:0003464|HP:0000726|HP:0003640|HP:0001982|HP:0001251|HP:0001332|HP:0001263|HP:0004333|HP:0001250|HP:0001252|HP:0001290|HP:0002524
MONDO:0011911	0	53		HP:0008444|HP:0000445|HP:0000272|HP:0002007|HP:0000774|HP:0000256|HP:0000316|HP:0004331|HP:0000684|HP:0000938|HP:0000750|HP:0002299|HP:0000685|HP:0000218|HP:0000260|HP:0000648|HP:0005306|HP:0000233|HP:0000319|HP:0000336|HP:0002020|HP:0005692|HP:0004322|HP:0000431|HP:0008070|HP:0010695|HP:0000426|HP:0000670|HP:0001763|HP:0002208|HP:0000154|HP:0002652|HP:0008031|HP:0001388|HP:0008808|HP:0011800|HP:0000565|HP:0006480|HP:0000219|HP:0007648|HP:0000239|HP:0001476|HP:0000193|HP:0000028|HP:0005336|HP:0000327|HP:0000343|HP:0000691|HP:0000175|HP:0002868|HP:0000463|HP:0002650|HP:0000953
MONDO:0011933	0	13		HP:0000505|HP:0001249|HP:0001263|HP:0002521|HP:0001250|HP:0000589|HP:0000639|HP:0000612|HP:0001347|HP:0001928|HP:0100543|HP:0002240|HP:0000518
MONDO:0011964	1	26	HP:0003642	HP:0001249|HP:0002093|HP:0001976|HP:0000347|HP:0003075|HP:0000518|HP:0000252|HP:0001337|HP:0000954|HP:0001347|HP:0002910|HP:0000577|HP:0000639|HP:0010781|HP:0000718|HP:0002104|HP:0001263|HP:0001276|HP:0001371|HP:0001250|HP:0004209|HP:0000028|HP:0001252|HP:0003186|HP:0000952|HP:0001290
MONDO:0011969	1	22	HP:0003160	HP:0001999|HP:0001541|HP:0001671|HP:0002014|HP:0000316|HP:0000091|HP:0001399|HP:0000518|HP:0002243|HP:0003073|HP:0002013|HP:0001004|HP:0002240|HP:0001903|HP:0001511|HP:0001410|HP:0001396|HP:0001873|HP:0001508|HP:0000343|HP:0001290|HP:0001643
MONDO:0012052	1	23	HP:0003642	HP:0000135|HP:0001638|HP:0001560|HP:0000316|HP:0000347|HP:0001399|HP:0000252|HP:0000112|HP:0000233|HP:0001744|HP:0002240|HP:0010978|HP:0001511|HP:0002059|HP:0001790|HP:0001263|HP:0000239|HP:0001371|HP:0001250|HP:0001639|HP:0001252|HP:0001284|HP:0001290
MONDO:0012117	0	32		HP:0001249|HP:0002750|HP:0001999|HP:0001541|HP:0002007|HP:0001671|HP:0000316|HP:0001399|HP:0002283|HP:0000252|HP:0002465|HP:0001347|HP:0003196|HP:0005280|HP:0100543|HP:0006610|HP:0001272|HP:0002188|HP:0001698|HP:0002652|HP:0200134|HP:0000565|HP:0000248|HP:0001263|HP:0001433|HP:0001250|HP:0000969|HP:0001508|HP:0000343|HP:0001252|HP:0003186|HP:0001290
MONDO:0012118	0	3		HP:0010978|HP:0001639|HP:0001252
MONDO:0012123	1	46	HP:0003642	HP:0003236|HP:0002164|HP:0001976|HP:0009824|HP:0002098|HP:0001103|HP:0000316|HP:0000347|HP:0000486|HP:0003560|HP:0004855|HP:0006466|HP:0005469|HP:0001337|HP:0000494|HP:0005484|HP:0000252|HP:0004279|HP:0000319|HP:0001744|HP:0002395|HP:0005543|HP:0005280|HP:0000488|HP:0002240|HP:0002353|HP:0002910|HP:0000639|HP:0006879|HP:0001028|HP:0006380|HP:0001251|HP:0000504|HP:0011344|HP:0012385|HP:0001250|HP:0002705|HP:0100704|HP:0200055|HP:0001009|HP:0001508|HP:0001252|HP:0001290|HP:0003645|HP:0000648|HP:0001643
MONDO:0012138	0	25		HP:0001302|HP:0001270|HP:0003236|HP:0003458|HP:0001321|HP:0003560|HP:0000654|HP:0009473|HP:0010628|HP:0002395|HP:0004322|HP:0003701|HP:0002518|HP:0000666|HP:0003487|HP:0002987|HP:0002269|HP:0000158|HP:0003741|HP:0002365|HP:0001263|HP:0001771|HP:0001252|HP:0002187|HP:0001290
MONDO:0012211	0	22		HP:0011968|HP:0000958|HP:0000486|HP:0001019|HP:0000252|HP:0000648|HP:0100543|HP:0003256|HP:0040189|HP:0002059|HP:0000639|HP:0001344|HP:0000504|HP:0001251|HP:0001263|HP:0001276|HP:0001371|HP:0001250|HP:0000962|HP:0001508|HP:0001252|HP:0001290
MONDO:0012213	0	34		HP:0001258|HP:0001249|HP:0002355|HP:0002359|HP:0040171|HP:0001260|HP:0001265|HP:0007024|HP:0001324|HP:0000518|HP:0003693|HP:0002120|HP:0100660|HP:0000012|HP:0001347|HP:0007141|HP:0001288|HP:0001317|HP:0001761|HP:0003487|HP:0000079|HP:0006938|HP:0000639|HP:0000712|HP:0002061|HP:0001332|HP:0040083|HP:0002064|HP:0003202|HP:0030890|HP:0001256|HP:0008209|HP:0001310|HP:0002650
MONDO:0012217	0	14		HP:0000768|HP:0006380|HP:0002659|HP:0002987|HP:0001371|HP:0002645|HP:0001059|HP:0000023|HP:0002980|HP:0000926|HP:0000938|HP:0003080|HP:0001762|HP:0004322
MONDO:0012221	1	30	HP:0003461	HP:0003700|HP:0007256|HP:0000938|HP:0000486|HP:0001324|HP:0010864|HP:0002376|HP:0100585|HP:0002071|HP:0000648|HP:0007360|HP:0000717|HP:0001257|HP:0001347|HP:0004374|HP:0001004|HP:0002240|HP:0000365|HP:0002321|HP:0000639|HP:0002363|HP:0001263|HP:0001250|HP:0100704|HP:0001639|HP:0000962|HP:0001252|HP:0003401|HP:0001290|HP:0001336
MONDO:0012349	0	4		HP:0004598|HP:0003422|HP:0002650|HP:0001238
MONDO:0012465	0	6		HP:0030242|HP:0001250|HP:0001409|HP:0004936|HP:0001744|HP:0002240
MONDO:0012495	0	40		HP:0000445|HP:0001249|HP:0000179|HP:0002119|HP:0003085|HP:0000486|HP:0010864|HP:0000286|HP:0000377|HP:0012697|HP:0005121|HP:0000252|HP:0010585|HP:0000294|HP:0000280|HP:0000926|HP:0100864|HP:0002162|HP:0000664|HP:0003015|HP:0001007|HP:0003180|HP:0002059|HP:0000639|HP:0001388|HP:0003025|HP:0003301|HP:0000248|HP:0001251|HP:0010582|HP:0001250|HP:0000951|HP:0002651|HP:0001252|HP:0001498|HP:0002868|HP:0001290|HP:0000470|HP:0011220|HP:0002079
MONDO:0012517	0	8		HP:0001433|HP:0001250|HP:0004975|HP:0011813|HP:0000938|HP:0001336|HP:0001903|HP:0001873
MONDO:0012556	2	21	HP:0003160|HP:0001985	HP:0002612|HP:0000958|HP:0009776|HP:0000653|HP:0002521|HP:0001644|HP:0002120|HP:0005484|HP:0001744|HP:0100543|HP:0002240|HP:0003326|HP:0008064|HP:0002910|HP:0001928|HP:0006709|HP:0100578|HP:0000535|HP:0001250|HP:0001508|HP:0001252
MONDO:0012612	0	1		HP:0001249
MONDO:0012615	0	1		HP:0001249
MONDO:0012635	0	9		HP:0003236|HP:0001249|HP:0001272|HP:0008150|HP:0001137|HP:0002119|HP:0001252|HP:0002133|HP:0001298
MONDO:0012637	1	12	HP:0003160	HP:0001263|HP:0000253|HP:0008905|HP:0000368|HP:0003316|HP:0008897|HP:0001531|HP:0003422|HP:0000319|HP:0001252|HP:0000938|HP:0001762
MONDO:0012699	1	12	HP:0012345	HP:0003236|HP:0000767|HP:0001270|HP:0001371|HP:0001265|HP:0003391|HP:0003712|HP:0003307|HP:0001252|HP:0003560|HP:0001762|HP:0001290
MONDO:0012704	0	2		HP:0001644|HP:0003701
MONDO:0012719	0	21		HP:0011968|HP:0002380|HP:0002093|HP:0002205|HP:0000496|HP:0007305|HP:0002069|HP:0000648|HP:0001744|HP:0011169|HP:0002529|HP:0002240|HP:0002518|HP:0003487|HP:0001332|HP:0002487|HP:0004343|HP:0001252|HP:0001290|HP:0001336|HP:0002079
MONDO:0012783	1	34	HP:0003160	HP:0011968|HP:0000932|HP:0002093|HP:0000347|HP:0001892|HP:0010864|HP:0007146|HP:0000505|HP:0002120|HP:0000252|HP:0002804|HP:0001181|HP:0001257|HP:0001347|HP:0002240|HP:0004322|HP:0003256|HP:0000365|HP:0000407|HP:0002401|HP:0001977|HP:0001928|HP:0001251|HP:0008081|HP:0001263|HP:0001250|HP:0030890|HP:0001508|HP:0001252|HP:0001290|HP:0003186|HP:0007663|HP:0000470|HP:0001336
MONDO:0012885	1	21	HP:0003642	HP:0001249|HP:0001270|HP:0001976|HP:0000998|HP:0001320|HP:0000316|HP:0000572|HP:0005280|HP:0001000|HP:0008064|HP:0002910|HP:0000639|HP:0000964|HP:0000973|HP:0000248|HP:0000369|HP:0000589|HP:0001935|HP:0000962|HP:0002126|HP:0001290
MONDO:0012892	0	31		HP:0000272|HP:0002164|HP:0000978|HP:0000586|HP:0000938|HP:0000518|HP:0000377|HP:0003393|HP:0025019|HP:0003090|HP:0000926|HP:0002650|HP:0003196|HP:0006184|HP:0001511|HP:0002987|HP:0000365|HP:0002208|HP:0002756|HP:0002714|HP:0001263|HP:0009110|HP:0000545|HP:0000369|HP:0012368|HP:0004944|HP:0008897|HP:0000343|HP:0001762|HP:0000463|HP:0002680
MONDO:0012930	0	34		HP:0000768|HP:0001653|HP:0012311|HP:0002093|HP:0002092|HP:0002205|HP:0001631|HP:0001510|HP:0000218|HP:0100806|HP:0000252|HP:0001642|HP:0001888|HP:0000954|HP:0001744|HP:0030084|HP:0001903|HP:0001875|HP:0002240|HP:0000431|HP:0002619|HP:0002718|HP:0010774|HP:0000365|HP:0012133|HP:0000778|HP:0000126|HP:0001873|HP:0001263|HP:0011304|HP:0000028|HP:0001508|HP:0000175|HP:0001643
MONDO:0013019	0	13		HP:0009816|HP:0001007|HP:0002751|HP:0001156|HP:0001061|HP:0000869|HP:0000926|HP:0002651|HP:0002979|HP:0003301|HP:0004322|HP:0012411|HP:0004626
MONDO:0013049	2	17	HP:0012363|HP:0003642	HP:0003236|HP:0003487|HP:0003805|HP:0001644|HP:0008981|HP:0002910|HP:0001763|HP:0002515|HP:0002187|HP:0001315|HP:0002401|HP:0100749|HP:0003749|HP:0001324|HP:0003560|HP:0008331|HP:0003557
MONDO:0013281	2	41	HP:0012358|HP:0012301	HP:0000737|HP:0011968|HP:0001394|HP:0001999|HP:0002205|HP:0100874|HP:0008935|HP:0001399|HP:0001510|HP:0011172|HP:0006583|HP:0000252|HP:0001347|HP:0001744|HP:0004798|HP:0002240|HP:0000340|HP:0003256|HP:0002028|HP:0003155|HP:0002910|HP:0002059|HP:0000639|HP:0001344|HP:0002509|HP:0006892|HP:0001251|HP:0001873|HP:0001263|HP:0001276|HP:0002788|HP:0001433|HP:0008936|HP:0001250|HP:0001531|HP:0001508|HP:0040187|HP:0002254|HP:0001290|HP:0003124|HP:0002079
MONDO:0013325	1	5	HP:0003642	HP:0001249|HP:0007366|HP:0001272|HP:0002078|HP:0001252
MONDO:0013349	1	13	HP:0003642	HP:0001263|HP:0001319|HP:0011968|HP:0001250|HP:0000407|HP:0000252|HP:0000348|HP:0002013|HP:0001344|HP:0002179|HP:0000486|HP:0003186|HP:0005968
MONDO:0013468	0	10		HP:0001511|HP:0002910|HP:0001250|HP:0011505|HP:0000028|HP:0001257|HP:0000510|HP:0000054|HP:0001508|HP:0002240
MONDO:0013563	0	46		HP:0001249|HP:0002025|HP:0000034|HP:0001265|HP:0002007|HP:0002089|HP:0000256|HP:0000076|HP:0000316|HP:0000347|HP:0000358|HP:0001631|HP:0009882|HP:0000286|HP:0000378|HP:0000396|HP:0000218|HP:0001266|HP:0001337|HP:0001290|HP:0000280|HP:0000233|HP:0001257|HP:0001347|HP:0003196|HP:0002020|HP:0005280|HP:0002023|HP:0001272|HP:0002059|HP:0000194|HP:0000639|HP:0001344|HP:0000126|HP:0001561|HP:0001263|HP:0002265|HP:0000646|HP:0001250|HP:0000369|HP:0000776|HP:0000343|HP:0000341|HP:0000175|HP:0000463|HP:0001643
MONDO:0013624	0	18		HP:0001263|HP:0000448|HP:0000272|HP:0001513|HP:0000322|HP:0000268|HP:0004523|HP:0001250|HP:0011229|HP:0000494|HP:0000307|HP:0000276|HP:0002342|HP:0000316|HP:0000319|HP:0000718|HP:0000219|HP:0000431
MONDO:0013628	0	15		HP:0001263|HP:0003155|HP:0001250|HP:0002059|HP:0000252|HP:0001344|HP:0003196|HP:0001256|HP:0000455|HP:0010804|HP:0000175|HP:0010864|HP:0001290|HP:0002905|HP:0000431
MONDO:0013789	1	25	HP:0003642	HP:0000958|HP:0005616|HP:0000938|HP:0000486|HP:0012758|HP:0002019|HP:0002167|HP:0001337|HP:0001397|HP:0002020|HP:0004322|HP:0003256|HP:0000832|HP:0002910|HP:0003429|HP:0001410|HP:0410018|HP:0000565|HP:0007301|HP:0001263|HP:0001250|HP:0009125|HP:0001508|HP:0001290|HP:0012593
MONDO:0013810	1	32	HP:0012301	HP:0002719|HP:0001249|HP:0001413|HP:0002119|HP:0001403|HP:0001892|HP:0000286|HP:0100259|HP:0005435|HP:0002721|HP:0000252|HP:0000278|HP:0002037|HP:0002904|HP:0004313|HP:0001903|HP:0002240|HP:0002028|HP:0001511|HP:0001876|HP:0002910|HP:0002059|HP:0000114|HP:0001396|HP:0001873|HP:0001263|HP:0008936|HP:0001250|HP:0000966|HP:0007185|HP:0000962|HP:0001508
MONDO:0013835	0	33		HP:0001302|HP:0003236|HP:0001305|HP:0001321|HP:0002007|HP:0007260|HP:0000256|HP:0008551|HP:0003560|HP:0007968|HP:0000518|HP:0000568|HP:0001558|HP:0002084|HP:0000541|HP:0000238|HP:0001181|HP:0000278|HP:0007973|HP:0000659|HP:0000490|HP:0000501|HP:0000609|HP:0002365|HP:0001338|HP:0000369|HP:0031882|HP:0002282|HP:0001284|HP:0002126|HP:0002187|HP:0001290|HP:0002079
MONDO:0013870	0	24		HP:0003236|HP:0000272|HP:0100255|HP:0001324|HP:0000358|HP:0002500|HP:0005484|HP:0100252|HP:0002240|HP:0004322|HP:0001955|HP:0002656|HP:0000939|HP:0002751|HP:0002910|HP:0001388|HP:0011800|HP:0001873|HP:0001263|HP:0000705|HP:0001250|HP:0000369|HP:0001508|HP:0001290
MONDO:0013882	0	24		HP:0001249|HP:0002025|HP:0000076|HP:0002119|HP:0000316|HP:0000750|HP:0000455|HP:0001631|HP:0001510|HP:0000252|HP:0003196|HP:0002023|HP:0000431|HP:0002251|HP:0003155|HP:0000582|HP:0000637|HP:0010804|HP:0001250|HP:0006118|HP:0011326|HP:0010055|HP:0000175|HP:0001290
